Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
The Spy Who Came in from the Cold ,13.33,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",John le Carr,3124754,240.0,Penguin BooksPenguin Publishing Group,English,,,,760
CHRISTMAS CARAMEL MURDER,5.75,Books > Walmart Best Sellers,"FLUKE, JOANNE",1617732303,0.0,Kensington Pub Corp,English,7.00 x 4.25 x 1.00 Inches,,,761
Consider Phlebas,15.63,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Iain M. Banks,031600538X,544.0,Orbit,English,8.38 x 5.50 x 1.50 Inches (US),,,762
61 Hours,13.1,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 31024 >  > in > Books > # > 395 >  > in > Books > Mystery & Suspense > # > 148 >  > in > Books > Mystery & Suspense > Thrillers","Hill, Dick Child, Lee",030793313X,,Random House,English,5.25 x 6.00 x 1.25 Inches,,,763
French Silk,8.84,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Sandra Brown,5574322,576.0,Grand Central Publishing,English,6.75 x 4.25 x 1.25 Inches (US),,,764
A Winter Dream,3.49,Books > Literature & Fiction > Fiction > Holidays,Richard Paul Evans,145162803X,288.0,Simon &amp; Schuster,English,7.00 x 127.00 x 25.40 Inches (US),,5.0,765
Dark in Death,23.83,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",J.D. Robb,1250161533,384.0,St. Martin's Press,English,9.25 x 155.57 x 1.50 Inches (US),,,766
The White Gryphon,8.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Mercedes Lackey Larry Dixon,6776827,400.0,DAW,English,6.78 x 4.21 x 1.04 Inches (US),,,767
After the Storm,6.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Linda Castillo,78323,384.0,St. Martin's PressMinotaur Books,English,6.75 x 107.19 x 26.92 Inches (US),,,768
Sweet Nothings,5.68,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Anderson, Catherine",1220697,456.0,Berkley Pub Group,English,6.75 x 4.25 x 1.25 Inches,,5.0,769
Death's Mistress,22.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Terry Goodkind,5388216,512.0,Tom Doherty AssociatesTor Books,English,9.40 x 6.48 x 38.86 Inches (US),,,770
Death in Paradise,8.6,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Private Investigators > Best seller ranking: > # > 47041 >  > in > Books > # > 622 >  > in > Books > Mystery & Suspense > # > 26 >  > in > Books > Mystery & Suspense > Police Procedural",Robert B. Parker,5187067,320.0,Penguin Publishing GroupG.P. Putnam's Sons,English,,,,771
Smokin' Seventeen,13.26,Books > Literature & Fiction > Fiction > Romance > General,"Evanovich, Janet King, Lorelei",044900953X,,Random House,English,5.00 x 6.00 x 1.25 Inches,,,772
Before They Are Hanged,13.87,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Joe Abercrombie,638735X,560.0,Orbit,English,9.25 x 6.00 x 1.50 Inches (US),,,773
The Desert Spear,8.34,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Brett, Peter V.",5524140,658.0,Random House,English,7.00 x 4.00 x 1.25 Inches,,,774
Kindred,12.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 9345 >  > in > Books > # > 856 >  > in > Books > Literature & Fiction > # > 55 >  > in > Books > Literature & Fiction > Science Fiction,"Butler, Octavia E.",7083696,499.0,Random House Inc,English,8.00 x 5.50 x 1.00 Inches,,5.0,775
Agent 6,14.03,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Tom Rob Smith,6583081,544.0,Grand Central Publishing,English,8.12 x 5.25 x 1.50 Inches (US),,,776
Demon Seed,7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Dean Koontz,5228967,320.0,BerkleyPenguin Publishing Group,English,,,,777
The Ghost War,7.74,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",Alex Berenson,5145823,576.0,Penguin Publishing GroupG.P. Putnam's Sons,English,7.50 x 4.18 x 1.12 Inches (US),,4.0,778
COUNT OF MONTE CRISTO,5.28,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 4274 >  > in > Books > # > 328 >  > in > Books > Literature & Fiction > # > 21 >  > in > Books > Literature & Fiction > Classics,"DUMAS, ALEXANDER",3213503,544.0,Bantam Classic &amp; Loveswept,English,6.75 x 4.25 x 1.00 Inches,,5.0,779
Murder in Mesopotamia,11.33,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional","Christie, Agatha",2073903,264.0,HarperCollins,English,8.00 x 5.50 x 1.00 Inches,,,780
No Middle Name,15.34,Books > Walmart Best Sellers,"Child, Lee",9593574,418.0,Random House Inc,English,9.25 x 6.00 x 1.50 Inches,,,781
The Fiery Cross (Outlander Volume 5) (Mass Market Paperback),8.18,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 291 >  > in > Books > # > 23 >  > in > Books > Literature & Fiction > # > 2 >  > in > Books > Literature & Fiction > Historical,Diana Gabaldon,221663,1443.0,Bantam Dell,English,6.75 x 4.10 x 2.00 Inches,,5.0,782
Tigerman,13.56,Books > Literature & Fiction > Fiction > Action & Adventure,"Harkaway, Nick",4170665,337.0,Random House Inc,English,5.25 x 8.25 x 0.75 Inches,,,783
Drama High,9.95,Books > Literature & Fiction > Fiction > Literary,"Divine, L.",985736844,240.0,"Ebb &amp; Flow Publications/L. Divine, Incorporat",English,6.00 x 0.51 x 9.00 Inches,,,784
Dark Tower V,16.22,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Stephen King,743251628,736.0,Scribner,English,8.38 x 139.70 x 45.72 Inches (US),,5.0,785
Betrayed,6.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Legal",Lisa Scottoline,27698,384.0,St. Martin's PressSt. Martin's Paperbacks,English,178.05 x 110.24 x 1.01 Millimeters,,,786
"In a Dark, Dark Wood",31.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Ware, Ruth",141048498X,469.0,Thorndike Pr,English,5.00 x 8.00 x 1.00 Inches,,,787
Arcanum Unbounded,20.64,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Brandon Sanderson,5391166,672.0,Tom Doherty AssociatesTor Books,English,9.56 x 6.46 x 50.29 Inches (US),,,788
Lord John and the Hand of Devils,15.23,Books > Literature & Fiction > Fiction > Historical,"Gabaldon, Diana",99278251,400.0,"Arrow Books Ltd, Cornerstone",English,1.00 x 4.30 x 7.00 Inches,,,789
Lee Child,9.4,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 4795 >  > in > Books > # > 30 >  > in > Books > Mystery & Suspense > # > 16 >  > in > Books > Mystery & Suspense > Thrillers","Child, Lee",,484.0,Random House,English,5.50 x 0.50 x 7.44 Inches,,5.0,790
Zoe's Tale,7.98,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Scalzi, John",535619X,406.0,Tor Books,English,6.75 x 4.00 x 1.25 Inches,,1.0,791
Acacia,7.58,Books > Literature & Fiction > Fiction > Historical > Best seller ranking: > # > 215848 >  > in > Books > # > 260 >  > in > Books > New Releases > # > 251 >  > in > Books > New Releases > New & Noteworthy,"Durham, David Anthony",5722524,753.0,Random House,English,7.25 x 4.50 x 1.75 Inches,,,792
Fearless Fourteen,22.21,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Janet Evanovich,1427270562,,Macmillan Audio,English,1.00 x 1.00 x 1.00 Inches (US),,,793
EMPIRE'S END,6.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"WENDIG, CHUCK",110196698X,512.0,Random House,English,7.50 x 4.00 x 1.00 Inches,,,794
The Death Factory,3.99,Books > Literature & Fiction > Fiction > Short Stories,"Iles, Greg",006233669X,104.0,HarperCollins,English,6.75 x 4.25 x 0.25 Inches,,,795
A Memory of Light,13.56,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robert Jordan Brandon Sanderson,5337858,912.0,Tom Doherty AssociatesTor Books,English,9.10 x 6.16 x 1.55 Inches (US),,,796
Kindred,17.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Butler, Octavia E.",7083104,264.0,Random House Inc,English,8.25 x 5.75 x 1.25 Inches,,,797
The Deep Dark Descending,9.79,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Allen Eskens,1633883558,285.0,Seventh Street Books,English,8.25 x 5.50 x 1.00 Inches,,,798
Without Fail,20.26,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Child, Lee, Shale, Kerry",1846572436,,Cornerstone,,,,,799
Whitefern,5.57,Books > Literature & Fiction > Fiction > Psychological,V.C. Andrews,1139402,368.0,Pocket Books,English,6.75 x 104.78 x 1.10 Inches (US),,5.0,800
Scarpetta ,13.32,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Patricia Cornwell,161176033X,,Penguin AudioPenguin Random House Audio Publishing Group,English,5.90 x 5.10 x 1.20 Inches (US),,,801
Strip Search,13.81,Books > Literature & Fiction > Fiction > Romance > Contemporary,Shayla Black,5268224,384.0,BerkleyPenguin Publishing Group,English,,,,802
Wrath,13.87,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,John Gwynne,6386340,736.0,Orbit,English,9.25 x 6.12 x 1.88 Inches (US),,,803
BREAKING POINT,9.99,Books > Women's History Month Books > Women's History Month Fiction,"BRENNAN, ALLISON",1250164443,448.0,St. Martin's PressMinotaur Books,,,,,804
Warheart,9.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Terry Goodkind,5383092,480.0,Tom Doherty AssociatesTor Fantasy,English,6.78 x 4.29 x 1.26 Inches (US),,,805
"Paper Girls, Volume 1",9.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Brian K. Vaughan,2156743,144.0,Image Comics,English,10.00 x 6.50 x 0.25 Inches,,,806
The Demon Crown,15.94,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Rollins, James",62381733,441.0,HarperCollins,English,9.30 x 6.50 x 1.40 Inches,,,807
Pleasure of a Dark Prince,7.99,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 9253 >  > in > Books > # > 184 >  > in > Books > Romance > # > 36 >  > in > Books > Romance > Paranormal,Kresley Cole,6580955,448.0,Pocket Books,English,6.75 x 4.19 x 1.10 Inches (US),,5.0,808
A Call to Arms,8.12,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Timothy  Zahn David Weber Thomas Pope,678156X,496.0,Baen,English,6.75 x 104.78 x 25.40 Inches (US),,,809
A Feast for Crows,20.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 2265 >  > in > Books > # > 163 >  > in > Books > Literature & Fiction > # > 22 >  > in > Books > Literature & Fiction > Fantasy,"Martin, George R. R.",3801504,753.0,Random House Inc,English,6.25 x 9.25 x 1.75 Inches,,5.0,810
LONESOME GODS,5.99,Books > Literature & Fiction > Fiction > Westerns,"L'AMOUR, LOUIS",3275182,576.0,Random House,English,7.00 x 4.50 x 1.50 Inches,,5.0,811
Creation in Death,7.19,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 24161 >  > in > Books > # > 296 >  > in > Books > Mystery & Suspense > # > 77 >  > in > Books > Mystery & Suspense > Women Sleuths,J. D. Robb,5221029,384.0,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.06 Inches (US),,5.0,812
Rise of the Horde,10.77,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Golden, Christie",9700132,355.0,Pgw,English,9.00 x 6.00 x 1.00 Inches,,,813
WORTH DYING FOR,8.23,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 7680 >  > in > Books > # > 693 >  > in > Books > Literature & Fiction > # > 128 >  > in > Books > Literature & Fiction > General","CHILD, LEE",246295,544.0,Random House,English,7.40 x 4.10 x 1.50 Inches,,,814
Succubus Shadows (Georgina Kincaid Book 5) (Paperback),14.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Mead, Richelle",3820312,,Transworld Publishers Ltd,,,,,815
Fifty Fifty,22.9,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,James Patterson Candice Fox,316513237,528.0,"Little, Brown and Company",English,9.62 x 6.50 x 1.62 Inches (US),,,816
Dandelion Wine,12.57,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Colonial Radio Theatre on the Air Bradbury, Ray Robbins, Jerry",786165820,2.0,Blackstone Pub,English,6.00 x 5.00 x 0.50 Inches,,,817
The Big Sleep,13.45,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Hard-Boiled > Best seller ranking: > # > 29142 >  > in > Books > # > 369 >  > in > Books > Mystery & Suspense > # > 69 >  > in > Books > Mystery & Suspense > General","Chandler, Raymond",4758282,240.0,Random House Inc,English,5.25 x 7.75 x 0.50 Inches,,,818
The Last Wish,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 3284 >  > in > Books > # > 254 >  > in > Books > Literature & Fiction > # > 27 >  > in > Books > Literature & Fiction > Fantasy,Andrzej Sapkowski,6029182,384.0,Orbit,English,6.75 x 4.12 x 1.00 Inches (US),,4.0,819
Ringworld,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Niven, Larry",5333921,352.0,Random House,English,6.75 x 4.25 x 1.00 Inches,,5.0,820
"ALAS, BABYLON",12.06,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,PAT FRANK,741872,352.0,Harpercollins,English,5.25 x 8.00 x 1.00 Inches,,5.0,821
The Hunt for Red October,8.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Tom Clancy,524033X,656.0,BerkleyPenguin Publishing Group,English,7.50 x 4.25 x 1.38 Inches (US),,,822
GREAT GATSBY,10.48,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 196 >  > in > Books > # > 16 >  > in > Books > Literature & Fiction > # > 1 >  > in > Books > Literature & Fiction > Classics,F. Scott Fitzgerald,3273562,192.0,Scribner,English,203.20 x 5.25 x 0.40 Millimeters,,4.8333,823
Twisted,13.25,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Hardt, Helen",1943893241,290.0,Ingram Pub Services,English,7.75 x 5.25 x 1.00 Inches,,,824
DARK MAGIC,4.78,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 7002 >  > in > Books > # > 121 >  > in > Books > Romance > # > 4 >  > in > Books > Romance > Fantasy,"FEEHAN, CHRISTINE",62019511,400.0,HarperCollins,English,7.00 x 4.25 x 1.00 Inches,,,825
Cursor's Fury,9.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Jim Butcher,1015479,704.0,AcePenguin Publishing Group,English,7.56 x 4.31 x 1.41 Inches (US),,,826
Virgin River,7.99,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 13171 >  > in > Books > # > 319 >  > in > Books > Romance > # > 113 >  > in > Books > Romance > Contemporary,"Carr, Robyn",8314152,423.0,Harlequin Books,English,6.50 x 4.00 x 1.00 Inches,,,827
Brotherhood in Death,6.39,Books > Literature & Fiction > Fiction > Romance > Suspense,J. D. Robb,5279000,400.0,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.06 Inches (US),,,828
A Dark and Stormy Night,9.99,Books > Literature & Fiction > Fiction > Classics,"Byron, Lord George Gordon Shelley, Mary Polidori, William John",1617209074,210.0,Wilder Publications,English,6.00 x 0.48 x 9.00 Inches,,,829
Dead Beat,8.01,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,Jim Butcher,045146091X,528.0,RocPenguin Publishing Group,English,7.56 x 4.25 x 1.13 Inches (US),,,830
Voyager (Outlander Volume 3) (Mass Market Paperback),9.52,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 766 >  > in > Books > # > 14 >  > in > Books > Romance > # > 5 >  > in > Books > Romance > Contemporary,Diana Gabaldon,217568,1072.0,Bantam Dell,English,6.90 x 4.25 x 1.75 Inches,,5.0,831
Dragon Fate ,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,E.E. Knight,1414886,384.0,AcePenguin Publishing Group,English,6.90 x 4.30 x 1.00 Inches (US),,,832
The California Trail,5.98,Books > Literature & Fiction > Fiction > Westerns,Ralph Compton,312951698,384.0,St. Martin's PressSt. Martin's Paperbacks,English,172.72 x 107.70 x 20.07 Millimeters,,,833
The Complete Aliens Omnibus,8.99,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Sheckley, Robert Bischoff, David",3299030,621.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,834
Bone Crossed,6.8,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Patricia Briggs,044101836X,304.0,AcePenguin Publishing Group,English,,,5.0,835
The Daughter of Time,9.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",Josephine Tey,4803869,208.0,Touchstone,English,203.20 x 5.25 x 12.70 Millimeters,,,836
The Book of the Dead,9.85,Books > Literature & Fiction > Fiction > Action & Adventure,Douglas Preston Lincoln Child,145558293X,640.0,Grand Central Publishing,English,7.62 x 4.25 x 1.38 Inches (US),,,837
