Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
What She Left Behind Paperback ,9.95,Books > Literature & Fiction > Genre Fiction,Ellen Marie Wiseman,758278454,336.0,Kensington; 1st edition ,English,5.6 x 0.9 x 8.3 inches,0.3 ounces,4.2,1649
Barbed Wire Heart Hardcover ,21.97,Books > Literature & Fiction > Action & Adventure,Tess Sharpe,1538744090,416.0,Grand Central Publishing; 1 edition ,English,6.4 x 1.4 x 9.2 inches,1.4 pounds,4.1,1650
61 Hours Jack Reacher,7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440243696,494.0,Delacorte Press; 1st edition ,English,4.2 x 1.2 x 7.5 inches,9.9 ounces,4.3,1651
Breakthrough Paperback ,11.17,Books > Literature & Fiction > Action & Adventure,Michael C. Grumley,1475031904,322.0,CreateSpace Independent Publishing Platform; First Thus Used edition ,English,5 x 0.7 x 8 inches,14.9 ounces,4.3,1652
Turbo Twenty-Three,6.44,Books > Literature & Fiction > United States,Janet Evanovich,345543017,352.0,Bantam; Reissue edition ,English,4.2 x 0.9 x 6.9 inches,5.6 ounces,4.3,1653
Neighborly,15.99,Books > Literature & Fiction > Women's Fiction,Ellie Monago,1542045770,307.0,Lake Union Publishing ,English,5.5 x 1 x 8.2 inches,15.4 ounces,3.9,1654
Before the Fall Paperback ,10.4,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Noah Hawley,1455561797,416.0,Grand Central Publishing; Reprint edition ,English,5.4 x 1.1 x 8 inches,11.2 ounces,4.0,1655
Melt Steel Brothers Saga,12.83,Books > Literature & Fiction > United States,Helen Hardt,1943893209,288.0,Waterhouse Press ,English,5.2 x 1 x 8.2 inches,9.9 ounces,4.7,1656
The Unbearable Lightness of Being,13.31,Books > Literature & Fiction > Classics,Milan Kundera,61148520,320.0,Harper Perennial Modern Classics; Deluxe edition ,English,5.5 x 0.8 x 8.2 inches,11.4 ounces,4.1,1657
Mudbound movie tie-in,12.54,Books > Politics & Social Sciences > Sociology,Hillary Jordan,1616208414,340.0,Algonquin Books; Media tie-in edition ,English,5 x 1.2 x 9 inches,12.8 ounces,4.5,1658
Surrender Steel Brothers Saga,10.87,Books > Literature & Fiction > United States,Helen Hardt,1943893225,288.0,Waterhouse Press ,English,5.2 x 0.8 x 8 inches,7 ounces,4.6,1659
Mrs. Caliban Paperback ,9.77,Books > Science Fiction & Fantasy > Fantasy,Rachel Ingalls,811226697,128.0,New Directions; Reprint edition ,English,5.2 x 0.4 x 8 inches,5 ounces,4.0,1660
"The Sandman, Vol. 4",15.99,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1401230423,192.0,Vertigo; New edition edition ,English,6.7 x 0.4 x 10.2 inches,13.4 ounces,4.6,1661
Spider-Man,20.94,Books > Comics & Graphic Novels > Graphic Novels,Tom Defalco,785109870,336.0,Marvel; Direct Ed edition ,English,6.6 x 0.5 x 10.2 inches,1.2 pounds,4.1,1662
The Art of The Lord of the Rings by J.R.R. Tolkien Hardcover ,27.19,Books > Arts & Photography > History & Criticism,J.R.R. Tolkien,544636341,240.0,Houghton Mifflin Harcourt; y First American edition edition ,English,10 x 0.9 x 10 inches,3.1 pounds,4.7,1663
Sputnik Sweetheart,10.2,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Haruki Murakami,375726055,210.0,Vintage; Reprint edition ,English,5.2 x 0.6 x 8 inches,4.8 ounces,4.3,1664
"The Four Legendary Kingdoms Jack West, Jr.",9.99,Books > Literature & Fiction > Action & Adventure,Matthew Reilly,1501167170,464.0,Pocket Books; Reprint edition ,English,4.1 x 1 x 7.5 inches,8.8 ounces,4.7,1665
In the Balance,7.99,Books > Literature & Fiction > Genre Fiction,Harry Turtledove,345388526,576.0,Del Rey ,English,4.2 x 1.4 x 6.9 inches,1.1 pounds,3.8,1666
"Berserk, Vol. 16 Paperback ",12.31,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593077068,240.0,Dark Horse Books ,English,5.2 x 0.7 x 7.3 inches,7.2 ounces,4.8,1667
your name. light novel,13.59,Books > Science Fiction & Fantasy > Fantasy,Makoto Shinkai,316471860,192.0,Yen On ,English,5.5 x 0.8 x 8 inches,8.8 ounces,4.2,1668
"Berserk, Vol. 11 Paperback ",13.85,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593074700,240.0,Dark Horse Manga ,English,5.1 x 0.7 x 7.2 inches,7.2 ounces,4.8,1669
Top Secret Twenty-One,8.76,Books > Literature & Fiction > United States,Janet Evanovich,345542932,352.0,Bantam; Reprint edition ,English,4.2 x 1 x 6.9 inches,7 ounces,4.4,1670
Murderville,10.98,Books > Literature & Fiction > United States,JaQuavis Coleman,1936399008,288.0,Cash Money Content; Original edition ,English,5.3 x 0.8 x 8.2 inches,8.8 ounces,4.5,1671
Girl Unknown,16.95,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Perry,805098747,304.0,Henry Holt and Co. ,English,6.6 x 1.1 x 9.5 inches,1 pounds,4.1,1672
The Shadow Killer,26.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Arnaldur Indridason,1250124042,368.0,Minotaur Books ,English,6.1 x 9.2 inches,1.7 pounds,,1673
The Banks Sisters Mass Market Paperback ,6.61,Books > Literature & Fiction > United States,Nikki Turner,1622869478,432.0,Urban Books ,English,4.2 x 1.2 x 6.8 inches,8.8 ounces,3.9,1674
I Know This Much Is True,10.84,Books > Literature & Fiction > Genre Fiction,Wally Lamb,61469084,928.0,Harper Perennial; 1 edition ,English,5.3 x 1.5 x 8 inches,1.6 pounds,4.5,1675
To the Lighthouse,,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Virginia Woolf,1946963046,212.0,Albatross Publishers ,English,6.1 x 0.5 x 9.2 inches,11.2 ounces,4.0,1676
The Left Hand Paperback ,14.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jordan Allen,1947448080,384.0,Lock10 Press ,English,6 x 1 x 9 inches,1.4 pounds,5.0,1677
Since We Fell,14.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Dennis Lehane,62129384,432.0,Ecco; 1st Edition edition ,English,6 x 1.3 x 9 inches,1.5 pounds,3.6,1678
The North Water,10.32,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ian McGuire,125011814X,272.0,Picador; Reprint edition ,English,5.5 x 0.7 x 8.3 inches,8.8 ounces,4.3,1679
Vicious Circle A Joe Pickett Novel,7.73,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,399185496,400.0,G.P. Putnam's Sons; Reprint edition ,English,4.1 x 1 x 7.5 inches,7.8 ounces,4.6,1680
The Two Towers,11.16,Books > Science Fiction & Fantasy > Fantasy,J.R.R. Tolkien,547928203,352.0,Mariner Books; Reprint edition ,English,5.5 x 0.9 x 8.2 inches,12 ounces,4.7,1681
"NIV, Journal the Word Bible, Large Print, Hardcover, Black",33.99,Books > Literature & Fiction > Essays & Correspondence,Zondervan,310445582,1952.0,Zondervan; Large Print edition ,English,6.5 x 2.2 x 8.2 inches,3.2 pounds,4.3,1682
The Wheels on the Bus Pudgy Board Book,3.52,Books > Children's Books > Growing Up & Facts of Life,Jerry Smath,044840124X,,Grosset & Dunlap; unknown edition ,English,4.8 x 0.4 x 4.8 inches,3.2 ounces,4.5,1683
The Good Fight,26.09,Books > Literature & Fiction > Genre Fiction,Danielle Steel,1101884126,304.0,Delacorte Press ,English,6.1 x 0.8 x 9.2 inches,1.2 pounds,,1684
The Call of the Wild Paperback ,3.0,Books > Children's Books > Animals,Jack London,486264726,64.0,Dover Publications; 1 edition ,English,5.2 x 0.2 x 8.2 inches,2.9 ounces,4.5,1685
1Q84 Vintage International,13.21,Books > Science Fiction & Fantasy > Fantasy,Haruki Murakami Jay Rubin,307476464,1184.0,Vintage; Reprint edition ,English,5.2 x 2 x 8 inches,1.8 pounds,4.0,1686
The Norton Introduction to Literature with 2016 MLA Update Shorter Twelfth Edition,,Books > Literature & Fiction > History & Criticism,Kelly J. Mays,393623572,2080.0,W. W. Norton & Company; 12 edition ,English,6.1 x 1.9 x 9.2 inches,3 pounds,4.2,1687
Till We Have Faces,10.87,Books > Christian Books & Bibles > Literature & Fiction,C. S. Lewis,62565419,368.0,HarperOne; Reissue edition ,English,5.3 x 0.8 x 8 inches,8.8 ounces,4.6,1688
'Salem's Lot Mass Market Paperback ,6.6,Books > Literature & Fiction > Genre Fiction,Stephen King,307743675,672.0,Anchor; Reprint edition ,English,4.2 x 1.4 x 6.9 inches,11.2 ounces,4.5,1689
The Geeky Chef Cookbook,12.29,Books > Arts & Photography > Performing Arts,Cassandra Reeder,163106049X,,Race Point Publishing ,English,7.8 x 0.5 x 8.8 inches,1.1 pounds,4.3,1690
Reincarnation Blues,15.57,Books > Science Fiction & Fantasy > Fantasy,Michael Poore,399178481,384.0,Del Rey; First Edition edition ,English,6.3 x 1.3 x 9.5 inches,1.5 pounds,4.4,1691
Mighty Morphin Power Rangers Vol. 2 Paperback ,11.55,Books > Comics & Graphic Novels > Graphic Novels,Kyle Higgins,1608869423,112.0,BOOM! Studios ,English,6.6 x 0.3 x 10.2 inches,6.4 ounces,4.8,1692
The Girl Who Dared to Think Volume 1,15.99,Books > Science Fiction & Fantasy > Science Fiction,Bella Forrest,154865163X,408.0,CreateSpace Independent Publishing Platform ,English,6 x 1 x 9 inches,1.5 pounds,4.7,1693
Re,11.97,Books > Teen & Young Adult > Science Fiction & Fantasy,Tappei Nagatsuki,316315303,240.0,Yen On ,English,5.5 x 0.8 x 8.5 inches,9.1 ounces,4.7,1694
Left Behind,9.08,Books > Christian Books & Bibles > Literature & Fiction,Tim LaHaye Jerry B. Jenkins,1414334907,496.0,"Tyndale House Publishers, Inc.; Reprint edition ",English,5.5 x 1.1 x 8.2 inches,12.8 ounces,4.7,1695
The Invisible Library The Invisible Library Novel,10.68,Books > Science Fiction & Fantasy > Fantasy,Genevieve Cogman,1101988649,352.0,Ace; Reprint edition ,English,5.5 x 0.9 x 8.2 inches,9.9 ounces,4.1,1696
Haroun and the Sea of Stories Paperback ,10.87,Books > Science Fiction & Fantasy > Fantasy,Salman Rushdie,140157379,216.0,Granta Books/Penguin ,English,5 x 0.6 x 7.8 inches,6.4 ounces,4.3,1697
Who is the Black Panther? Marvel Novels,9.99,Books > Literature & Fiction > Action & Adventure,Jesse J. Holland,1785659472,384.0,Titan Books ,English,,6.1 ounces,,1698
The Call of Cthulhu and Other Weird Stories,12.23,Books > Literature & Fiction > Genre Fiction,H. P. Lovecraft S. T. Joshi,143129457,368.0,Penguin Classics; Reissue edition ,English,5.1 x 0.9 x 7.8 inches,12.8 ounces,4.4,1699
Rule of Two Star Wars,7.19,Books > Literature & Fiction > Action & Adventure,Drew Karpyshyn,345477499,352.0,Del Rey; Reprint edition ,English,4.2 x 1 x 6.9 inches,7.2 ounces,4.5,1700
NOS4A2,9.71,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Joe Hill,62200585,720.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 1.2 x 8 inches,1.2 pounds,4.4,1701
The Dark Angel Ruth Galloway Mysteries,24.3,"Books > Mystery, Thriller & Suspense > Mystery",Elly Griffiths,544750322,352.0,Houghton Mifflin Harcourt ,English,5.5 x 8.2 inches,1 pounds,4.5,1702
The Heavens May Fall Paperback ,10.84,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Allen Eskens,1633882055,270.0,Seventh Street Books ,English,5.5 x 0.8 x 8.2 inches,13.6 ounces,4.7,1703
Nowhere to Run A Joe Pickett Novel,7.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,735211973,416.0,G.P. Putnam's Sons ,English,4.2 x 0.8 x 7.5 inches,6.4 ounces,4.6,1704
The Stranger Paperback ,8.25,"Books > Mystery, Thriller & Suspense > Mystery",Albert Camus,1534663320,100.0,CreateSpace Independent Publishing Platform ,English,7.4 x 0.2 x 9.7 inches,7 ounces,4.2,1705
The First Family,27.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Palmer Daniel Palmer,1250107423,352.0,St. Martin's Press ,English,,1.7 pounds,,1706
A Bend in the Road Paperback ,10.67,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,1455571636,384.0,Grand Central Publishing; Reissue edition ,English,5.2 x 1 x 8 inches,10.4 ounces,4.6,1707
Angels Flight A Harry Bosch Novel,9.0,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,446582778,512.0,Grand Central Publishing ,English,4.2 x 1.2 x 7.5 inches,9.6 ounces,4.6,1708
The Other Side of Everything,19.03,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lauren Doyle Owens,1501167790,272.0,Touchstone ,English,6 x 1 x 9 inches,14.9 ounces,4.2,1709
The Anatomy of Dreams,13.47,Books > Literature & Fiction > Genre Fiction,Chloe Benjamin,1476761167,320.0,Atria Books ,English,5.3 x 0.9 x 8.2 inches,9.1 ounces,3.9,1710
The Walking Dead,15.67,Books > Comics & Graphic Novels > Graphic Novels,Robert Kirkman,1534303278,72.0,Image Comics ,English,7.5 x 0.4 x 11.1 inches,1 pounds,3.5,1711
White Teeth,10.0,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Zadie Smith,375703861,464.0,Vintage ,English,5.2 x 1 x 8 inches,13.6 ounces,3.8,1712
Silence Fallen A Mercy Thompson Novel,7.99,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,425281280,352.0,Ace; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,5.8 ounces,4.7,1713
The Best American Short Stories 2017 The Best American Series ®,10.4,Books > Literature & Fiction > Short Stories & Anthologies,Meg Wolitzer,054458290X,336.0,Mariner Books ,English,5.5 x 0.8 x 8.2 inches,8 ounces,4.0,1714
The Dark Tower V,8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,141651693X,960.0,Pocket Books; First Edition edition ,English,4.1 x 1.5 x 7.5 inches,15.2 ounces,4.6,1715
The Savior's Champion The Savior's Series,19.96,Books > Literature & Fiction > Action & Adventure,Jenna Moreci,999735217,562.0,Jenna Moreci ,English,6 x 1.4 x 9 inches,2.2 pounds,,1716
Sour Honey & Soul Food Paperback ,14.81,Books > Literature & Fiction > Poetry,Billy Chapata,194532208X,216.0,"Monarch Publishing, LLC ",English,6 x 0.5 x 9 inches,10.4 ounces,4.7,1717
"No Game No Life, Vol. 5 - light novel Paperback ",11.97,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385239,208.0,Yen On ,English,5.5 x 0.5 x 8.2 inches,7.8 ounces,4.8,1718
The Elder Scrolls Online - Volumes I & II,37.79,Books > Literature & Fiction > Genre Fiction,Bethesda Softworks,1783293225,144.0,Titan Books; Slp edition ,English,8.2 x 2.2 x 10.6 inches,4.6 pounds,4.3,1719
"Berserk, Vol. 19 Paperback ",12.56,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593077440,232.0,Dark Horse Comics ,English,5.1 x 0.7 x 7.3 inches,5.6 ounces,4.1,1720
A Darker Shade of Magic Collector's Edition,15.04,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765399113,432.0,Tor Books; Collectors edition ,English,5.8 x 1.4 x 8.5 inches,1.2 pounds,5.0,1721
"Berserk, Vol. 21 Paperback ",13.84,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593077467,240.0,Dark Horse Manga ,English,5.1 x 0.7 x 7.2 inches,6.4 ounces,4.5,1722
Forsaking Home The Survivalist Series,10.98,Books > Literature & Fiction > Action & Adventure,A. American,142181307,384.0,Plume ,English,5.3 x 0.8 x 7.9 inches,8.8 ounces,4.6,1723
"Heir of Novron, Vol. 3Riyria Revelations",14.46,Books > Literature & Fiction > Action & Adventure,Michael J. Sullivan,316187712,960.0,Orbit; 1 edition ,English,5.5 x 1.8 x 8.2 inches,1.8 pounds,4.8,1724
Star Trek Cats Hardcover ,10.8,Books > Humor & Entertainment > Humor,Jenny Parks,145215841X,64.0,Chronicle Books ,English,6.9 x 0.4 x 6.9 inches,8.8 ounces,4.6,1725
The Shadow of What Was Lost The Licanius Trilogy,11.55,Books > Literature & Fiction > World Literature,James Islington,316274070,736.0,Orbit; Reprint edition ,English,6 x 2 x 9.2 inches,1.6 pounds,4.3,1726
Spider-Man,20.39,Books > Teen & Young Adult > Literature & Fiction,Jim Shooter Roger Stern,785124985,352.0,Marvel; Direct Ed edition ,English,6.1 x 0.5 x 10.2 inches,1.2 pounds,4.4,1727
Call for the Dead,12.86,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143122576,176.0,Penguin Books; Reprint edition ,English,5.5 x 0.5 x 8.2 inches,5.6 ounces,4.2,1728
The Twelve Lives of Samuel Hawley,13.16,Books > Literature & Fiction > Genre Fiction,Hannah Tinti,812989902,416.0,Dial Press Trade Paperback; Reprint edition ,English,5.2 x 0.9 x 8 inches,12 ounces,4.2,1729
Cockroaches,11.71,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jo Nesbo,1784703354,384.0,Vintage Crime/Black Lizard; Reprint edition ,English,5.2 x 0.8 x 8 inches,10.4 ounces,4.2,1730
Thrice the Brinded Cat Hath Mew'd,11.0,"Books > Mystery, Thriller & Suspense > Mystery",Alan Bradley,345539974,368.0,Bantam; Reprint edition ,English,5.1 x 0.8 x 7.9 inches,9.8 ounces,4.4,1731
True Believer Mass Market Paperback ,6.39,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,446618152,465.0,Grand Central Publishing; Reissue edition ,English,4.1 x 1 x 6.8 inches,4 ounces,4.4,1732
The Charm School Paperback ,10.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nelson DeMille,1538744287,800.0,Grand Central Publishing; Reissue edition ,English,5.2 x 2.2 x 8 inches,1.4 pounds,4.6,1733
Ill Will,11.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Dan Chaon,345476050,496.0,Ballantine Books; Reprint edition ,English,5.1 x 1 x 8 inches,12.3 ounces,3.3,1734
Cold Wind A Joe Pickett Novel,7.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,425246914,496.0,G.P. Putnam's Sons; Reprint edition ,English,4.2 x 1 x 7.6 inches,9.9 ounces,4.6,1735
The Namesake,8.09,Books > Literature & Fiction > United States,Jhumpa Lahiri,618485228,291.0,Mariner Books; Reprint edition ,English,5.5 x 0.7 x 8.2 inches,11.2 ounces,4.3,1736
Seveneves Paperback ,11.19,Books > Science Fiction & Fantasy > Science Fiction,Neal Stephenson,62334514,880.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 2 x 8 inches,1.4 pounds,4.0,1737
Secrets in Death,5.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",J. D. Robb,1250123178,416.0,St. Martin's Paperbacks; Reprint edition ,English,4.1 x 1.1 x 6.9 inches,7.2 ounces,4.7,1738
"Saga, Vol. 3 Paperback ",9.74,Books > Comics & Graphic Novels > Graphic Novels,Brian K Vaughan,1607069318,144.0,Image Comics; First Edition edition ,English,6.4 x 0.6 x 10 inches,12 ounces,4.8,1739
Secrets for the Mad,12.78,Books > Biographies & Memoirs > Arts & Literature,Dodie Clark,150118010X,256.0,Atria/Keywords Press ,English,5.5 x 0.8 x 7.5 inches,12.6 ounces,4.7,1740
Perfume,13.47,"Books > Mystery, Thriller & Suspense > Mystery",Patrick Suskind,375725849,255.0,Vintage; Reprint edition ,English,5.2 x 0.8 x 8 inches,10.4 ounces,4.1,1741
The Complete Short Stories of Ernest Hemingway,12.83,Books > Christian Books & Bibles > Bible Study & Reference,Ernest Hemingway,684843323,650.0,Scribner; Finca Vig Ia Ed edition ,English,5.5 x 1.5 x 8.2 inches,1.3 pounds,4.4,1742
For Whom the Bell Tolls Paperback ,11.59,Books > Literature & Fiction > Genre Fiction,Ernest Hemingway,684803356,480.0,Scribner ,English,5.2 x 1.1 x 8 inches,13.6 ounces,4.1,1743
Pride and Prejudice Paperback ,9.09,Books > Literature & Fiction > Classics,Jane Austen,1503290565,226.0,CreateSpace Independent Publishing Platform ,English,6 x 0.5 x 9 inches,14.2 ounces,4.5,1744
Sojourn,7.19,Books > Literature & Fiction > Action & Adventure,R.A. Salvatore,786940077,346.0,Wizards of the Coast; 1st edition ,English,4.2 x 0.9 x 6.9 inches,6.4 ounces,4.7,1745
Prince Lestat and the Realms of Atlantis,11.0,Books > Literature & Fiction > Genre Fiction,Anne Rice,804173141,560.0,Anchor; Reprint edition ,English,5.2 x 0.9 x 8 inches,11.4 ounces,4.3,1746
Replay Paperback ,11.2,Books > Science Fiction & Fantasy > Fantasy,Ken Grimwood,068816112X,320.0,William Morrow Paperbacks ,English,5.5 x 0.8 x 8.2 inches,1 pounds,4.6,1747
"Sword Art Online, Vol. 2",10.93,Books > Literature & Fiction > World Literature,Reki Kawahara,316376817,256.0,Yen On ,English,5.8 x 0.8 x 8.2 inches,10.6 ounces,4.6,1748
Staying Alive,8.45,Books > Literature & Fiction > Action & Adventure,Ryan Westfield,1973162261,270.0,Independently published ,English,5 x 0.6 x 8 inches,10.9 ounces,3.9,1749
2,7.99,Books > Literature & Fiction > Action & Adventure,Margaret Weis Tracy Hickman,786916095,400.0,Wizards of the Coast; New edition edition ,English,4.2 x 1 x 6.9 inches,7.2 ounces,4.7,1750
The Complete Elfquest Volume 2 Paperback ,23.13,Books > Comics & Graphic Novels > Graphic Novels,Wendy Pini,1616554088,552.0,Dark Horse Books ,English,7 x 1.4 x 9.7 inches,3 pounds,4.6,1751
Cadia Stands Astra Militarum,11.0,Books > Science Fiction & Fantasy > Science Fiction,Justin D. Hill,1784966681,320.0,Games Workshop ,English,5.1 x 1 x 7.8 inches,7.8 ounces,4.6,1752
The Mitford Murders,14.98,Books > Literature & Fiction > British & Irish,Jessica Fellowes,1250170788,432.0,Minotaur Books; First Edition edition ,English,6.4 x 1.4 x 9.6 inches,1.2 pounds,4.1,1753
The Firm,8.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,440245923,544.0,Dell; Reprint edition ,English,4.2 x 1.3 x 7.5 inches,11.4 ounces,4.6,1754
The Crush Mass Market Paperback ,4.96,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sandra Brown,1478948078,464.0,Grand Central Publishing ,English,4.2 x 1.2 x 6.8 inches,7.8 ounces,4.4,1755
I'm Thinking of Ending Things,8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Iain Reid,1501126946,240.0,Gallery/Scout Press; Reprint edition ,English,5.5 x 0.6 x 8.4 inches,5.6 ounces,3.2,1756
Extreme Prey A Prey Novel,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Sandford,399573798,448.0,G.P. Putnam's Sons ,English,4.2 x 0.9 x 7.6 inches,6.4 ounces,4.6,1757
As the Crow Flies,10.07,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143123297,352.0,Penguin Books; Reprint edition ,English,5.1 x 0.6 x 7.7 inches,7.8 ounces,4.7,1758
Below the Belt A Stone Barrington Novel,8.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stuart Woods,399573984,384.0,G.P. Putnam's Sons; Reprint edition ,English,4.2 x 1 x 7.6 inches,7.2 ounces,4.3,1759
The Kill Artist Mass Market Paperback ,8.2,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Daniel Silva,451209338,433.0,Berkley ,English,4.3 x 1.1 x 7.6 inches,10.4 ounces,4.3,1760
Any Day Now Sullivan's Crossing,8.99,Books > Literature & Fiction > Genre Fiction,Robyn Carr,778331180,400.0,MIRA; Reprint edition ,English,4.1 x 1.1 x 6.6 inches,6.9 ounces,4.5,1761
Fly Away,9.8,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,1250031818,448.0,St. Martin's Griffin; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,10.4 ounces,4.4,1762
Manhunt,4.07,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson James O. Born,316473499,144.0,BookShots ,English,5 x 0.5 x 7 inches,3.5 ounces,4.3,1763
Doctor Sleep,6.11,Books > Literature & Fiction > Genre Fiction,Stephen King,1451698860,672.0,Pocket Books; Reprint edition ,English,4.1 x 1.4 x 7.5 inches,10.4 ounces,4.6,1764
A Fall of Marigolds Paperback ,12.82,Books > Literature & Fiction > Genre Fiction,Susan Meissner,045141991X,400.0,Berkley ,English,5.1 x 0.8 x 8.3 inches,9.6 ounces,4.5,1765
The World of All Souls,27.5,Books > Literature & Fiction > Genre Fiction,Deborah Harkness Colleen Madden,735220743,496.0,Viking ,English,1.1 x 1.1 inches,2 pounds,,1766
"Saga, Vol. 2 Paperback ",9.37,Books > Comics & Graphic Novels > Graphic Novels,Brian K. Vaughan,1607066920,144.0,Image Comics ,English,6.5 x 0.6 x 10 inches,11.4 ounces,4.8,1767
It Can't Happen Here Signet Classics,8.38,Books > Literature & Fiction > Genre Fiction,Sinclair Lewis,451465644,416.0,Signet; Reprint edition ,English,4.2 x 0.9 x 7.5 inches,8 ounces,4.3,1768
Enemy of the State A Mitch Rapp Novel,16.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn Kyle Mills,1476783519,400.0,Atria/Emily Bestler Books; 1st Edition edition ,English,6.1 x 1.2 x 9.2 inches,1.3 pounds,4.5,1769
The Joker Hardcover ,15.99,Books > Comics & Graphic Novels > Graphic Novels,Brian Azzarello Lee Bermejo,1401215815,128.0,DC Comics ,English,6.9 x 0.5 x 10.4 inches,15.5 ounces,4.4,1770
The Time Keeper Paperback ,11.84,Books > Christian Books & Bibles > Literature & Fiction,Mitch Albom,1401312853,240.0,Hachette Books; Reprint edition ,English,5.1 x 0.6 x 7.2 inches,4.2 ounces,4.4,1771
"Darkfever Fever Series, Book 1",7.19,Books > Literature & Fiction > Genre Fiction,Karen Marie Moning,9.78E+12,384.0,Dell; Reprint edition ,English,4.2 x 1 x 6.9 inches,7 ounces,4.3,1772
"Spice and Wolf, Vol. 19 light novel",9.8,Books > Science Fiction & Fantasy > Fantasy,Isuna Hasekura,1975300122,224.0,Yen On; Reprint edition ,English,5.5 x 0.6 x 8.2 inches,8.5 ounces,4.2,1773
Star Wars®,12.57,Books > Humor & Entertainment > Movies,Daniel Wallace Ryder Windham Jason Fry,1452133212,160.0,Chronicle Books; Updated edition ,English,6.2 x 0.8 x 8.6 inches,12 ounces,4.7,1774
Shadow & Claw,11.01,Books > Business & Money > Management & Leadership,Gene Wolfe,312890176,416.0,Orb Books; 5th ed. edition ,English,5.7 x 1.1 x 8.3 inches,10.4 ounces,3.9,1775
Equal Rites Discworld,7.97,Books > Literature & Fiction > Action & Adventure,Terry Pratchett,62225693,272.0,Harper; Reissue edition ,English,4.2 x 0.6 x 7.5 inches,4.8 ounces,4.6,1776
Warheart,8.99,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,765383098,480.0,Tor Fantasy ,English,4.3 x 1.3 x 6.8 inches,8 ounces,4.5,1777
Born of Blood The League,20.73,Books > Science Fiction & Fantasy > Fantasy,Sherrilyn Kenyon,999453033,188.0,"Mighty Barmacle, LLC ",English,6.1 x 0.6 x 9.2 inches,1 pounds,,1778
Siege of Stone,31.99,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,1250194768,512.0,Tor Books ,English,,1.7 pounds,,1779
Savage Season,12.89,"Books > Mystery, Thriller & Suspense > Mystery",Joe R. Lansdale,307455386,178.0,Vintage Books ,English,5.2 x 0.5 x 8 inches,7.8 ounces,3.8,1780
