Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
The Alchemist Paperback ,10.35,Books > Literature & Fiction > Literary,Paulo Coelho,62315005,208.0,HarperOne; Anniversary edition ,English,5.3 x 0.5 x 8 inches,4.8 ounces,4.6,0
The Last Jedi,17.39,Books > Literature & Fiction > Genre Fiction,Jason Fry,1524797111,,Del Rey ,English,6.4 x 1.2 x 9.5 inches,1.2 pounds,3.9,1
A Spark of Light,25.1,Books > Literature & Fiction > Genre Fiction,Jodi Picoult,345544986,,Ballantine Books ,English,6.1 x 9.2 inches,1.2 pounds,,2
Pachinko National Book Award Finalist,12.35,Books > Literature & Fiction > Genre Fiction,Min Jin Lee,1455563927,512.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.3 x 8 inches,12 ounces,4.4,3
The Kremlin Conspiracy Hardcover ,18.29,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Joel C. Rosenberg,1496406176,,"Tyndale House Publishers, Inc. ",English,5.8 x 1.7 x 9.1 inches,1.6 pounds,4.8,4
The Nightingale,11.59,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,1250080401,608.0,St. Martin's Griffin; Reprint edition ,English,5.5 x 1.6 x 8.3 inches,1.1 pounds,4.8,5
The Immortalists Hardcover ,17.16,Books > Literature & Fiction > Genre Fiction,Chloe Benjamin,735213186,,G.P. Putnam's Sons; First Edition edition ,English,6.2 x 1.1 x 9.3 inches,15.4 ounces,4.0,6
Milk and Vine,3.59,Books > Humor & Entertainment > Humor,Adam Gasiewski Emily Beck,1973124262,77.0,Independently published ,English,6 x 0.2 x 9 inches,4.2 ounces,3.9,7
Origin,16.77,Books > Literature & Fiction > Action & Adventure,Dan Brown,385514239,,Doubleday; 1st Edition edition ,English,6.3 x 1.6 x 9.6 inches,1.7 pounds,4.2,8
We Were the Lucky Ones,8.97,Books > Literature & Fiction > Genre Fiction,Georgia Hunter,399563091,416.0,Penguin Books; Reprint edition ,English,5.4 x 0.9 x 8.2 inches,11.4 ounces,4.8,9
Fahrenheit 451 Paperback ,9.99,Books > Politics & Social Sciences > Politics & Government,Ray Bradbury,1451673310,249.0,Simon & Schuster; Reissue edition ,English,5.5 x 0.9 x 8.4 inches,6.2 ounces,4.4,10
"Sing, Unburied, Sing",14.79,Books > Literature & Fiction > Genre Fiction,Jesmyn Ward,1501126067,,Scribner; First Edition/First Printing edition ,English,5.5 x 1.2 x 8.4 inches,1 pounds,4.4,11
Area X,31.5,Books > Literature & Fiction > Genre Fiction,Jeff VanderMeer,374261172,,FSG Originals; First Edition edition ,English,6.6 x 1.8 x 8.5 inches,1.5 pounds,3.7,12
1984 Signet Classics,6.17,Books > Humor & Entertainment > Humor,George Orwell,451524934,328.0,Signet Classic ,English,4.2 x 0.9 x 7.5 inches,8.5 ounces,4.5,13
Dungeon Master's Screen Reincarnated Book Supplement ,10.71,Books > Science Fiction & Fantasy > Gaming,Wizards RPG Team,078696619X,,Wizards of the Coast; Brdgm edition ,English,8.5 x 0.4 x 10.8 inches,13.4 ounces,4.7,14
Burn Bright Alpha and Omega,16.2,Books > Science Fiction & Fantasy > Fantasy,Patricia Briggs,425281310,,Ace ,English,6.4 x 1 x 9.3 inches,1.1 pounds,4.7,15
Altered Carbon Takeshi Kovacs,12.98,Books > Science Fiction & Fantasy > Science Fiction,Richard K. Morgan,345457684,375.0,Del Rey; 1st edition ,English,6.1 x 0.9 x 9.2 inches,12.8 ounces,4.3,16
Authority,13.39,Books > Literature & Fiction > Genre Fiction,Jeff VanderMeer,374104107,352.0,FSG Originals; First Printing edition ,English,5 x 0.9 x 7.5 inches,8.8 ounces,3.6,17
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons Mass Market Paperback ,32.49,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,345535529,5216.0,Bantam; Media Tie In edition ,English,8 x 4.5 x 7 inches,5.1 pounds,4.7,18
The Power Hardcover ,20.87,Books > Literature & Fiction > Genre Fiction,Naomi Alderman,316547611,,"Little, Brown and Company; F First Edition edition ",English,6 x 1.2 x 8.6 inches,1.1 pounds,4.0,19
Artemis,16.63,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Andy Weir,553448129,,Crown; F First Edition edition ,English,6.4 x 1.1 x 9.5 inches,1.2 pounds,3.9,20
Acceptance,13.24,Books > Literature & Fiction > Genre Fiction,Jeff VanderMeer,374104115,352.0,FSG Originals; First Edition edition ,English,5.1 x 0.9 x 7.5 inches,8.8 ounces,3.4,21
Uncompromising Honor Honor Harrington,23.71,Books > Science Fiction & Fantasy > Science Fiction,David Weber,1481483501,,Baen ,English,6.1 x 9.2 inches,1.7 pounds,,22
The Alice Network,10.7,Books > Literature & Fiction > Genre Fiction,Kate Quinn,62654195,528.0,William Morrow Paperbacks ,English,5.3 x 0.8 x 8 inches,12.8 ounces,4.7,23
The Fallen Memory Man series,18.14,Books > Literature & Fiction > Action & Adventure,David Baldacci,1538761394,,Grand Central Publishing ,English,1.1 x 1.1 inches,1.7 pounds,,24
Eleanor Oliphant Is Completely Fine,18.16,Books > Literature & Fiction > Women's Fiction,Gail Honeyman,735220689,,Pamela Dorman Books; F First Edition edition ,English,6.3 x 1.2 x 9.3 inches,1.2 pounds,4.7,25
The Punishment She Deserves,18.3,"Books > Mystery, Thriller & Suspense > Mystery",Elizabeth George,525954341,,Viking ,English,6.4 x 2 x 9.6 inches,2.2 pounds,5.0,26
All-American Murder,19.43,Books > Biographies & Memoirs > True Crime,James Patterson Alex Abramovich Mike Harvkey,316412651,,"Little, Brown and Company ",English,6.5 x 1.4 x 9.5 inches,1.4 pounds,4.2,27
Everything I Never Told You Paperback ,12.8,Books > Literature & Fiction > Genre Fiction,Celeste Ng,143127551,297.0,Penguin Books; Reprint edition ,English,5.1 x 0.6 x 7.8 inches,8 ounces,4.1,28
Palace of Treason,9.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jason Matthews,147679376X,496.0,Scribner; Reprint edition ,English,5.2 x 1 x 8 inches,13.4 ounces,4.6,29
The Rooster Bar Hardcover ,15.28,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,385541171,,Doubleday; 1st Edition edition ,English,6.4 x 1.2 x 9.5 inches,1.4 pounds,3.7,30
Holy Ghost Hardcover ,26.1,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Sandford,735217327,,G.P. Putnam's Sons ,English,6 x 1.2 x 9 inches,1.4 pounds,,31
Lord of the Flies Mass Market Paperback ,8.89,Books > Literature & Fiction > Genre Fiction,William Golding,399501487,224.0,Penguin Books; Reissue edition ,English,4.2 x 0.6 x 7.6 inches,4 ounces,4.2,32
The Masterpiece Hardcover ,17.1,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,1496407903,,"Tyndale House Publishers, Inc. ",English,5.7 x 1.8 x 8.9 inches,1.6 pounds,4.8,33
The Wife Between Us,16.19,Books > Literature & Fiction > Women's Fiction,Greer Hendricks Sarah Pekkanen,1250130921,,St. Martin's Press ,English,6.4 x 1.3 x 9.6 inches,1.2 pounds,4.2,34
To Kill a Mockingbird Paperback ,8.99,Books > Literature & Fiction > Classics,Harper Lee,60935464,336.0,Harper Perennial Modern Classics ,English,5.2 x 1 x 8.2 inches,9 ounces,4.7,35
Annihilation,8.41,Books > Literature & Fiction > Genre Fiction,Jeff VanderMeer,374104093,208.0,FSG Originals; First Edition edition ,English,5.1 x 0.6 x 7.5 inches,5.6 ounces,3.6,36
The Light We Lost Paperback ,10.07,Books > Literature & Fiction > Women's Fiction,Jill Santopolo,735212767,352.0,G.P. Putnam's Sons; Reprint edition ,English,5.1 x 0.9 x 8 inches,9.4 ounces,4.2,37
The Handmaid's Tale Paperback ,9.59,Books > Literature & Fiction > Genre Fiction,Margaret Atwood,038549081X,311.0,Anchor; 1st Anchor Books edition ,English,5.2 x 0.7 x 8 inches,4.8 ounces,4.1,38
The Great Gatsby Paperback ,10.49,Books > Literature & Fiction > Classics,F. Scott Fitzgerald,743273567,180.0,Scribner ,English,5.2 x 0.4 x 8 inches,5.6 ounces,4.3,39
Still Me,17.7,Books > Literature & Fiction > Genre Fiction,Jojo Moyes,399562451,,Pamela Dorman Books ,English,6.4 x 1.3 x 9.3 inches,1.4 pounds,4.7,40
Past Tense,26.09,Books > Literature & Fiction > Action & Adventure,Lee Child,399593519,,Delacorte Press ,English,6 x 1 x 9 inches,1.4 pounds,,41
Red Sparrow,8.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jason Matthews,1501168916,576.0,Pocket Books; Media Tie-In edition ,English,4.1 x 1.3 x 7.5 inches,10.9 ounces,4.4,42
The Outsider Hardcover ,19.49,Books > Literature & Fiction > Genre Fiction,Stephen King,1501180983,,Scribner ,English,6.1 x 9.2 inches,12 pounds,,43
Go the F**k to Sleep Hardcover ,12.35,Books > Humor & Entertainment > Humor,Adam Mansbach Ricardo Cortés,1617750255,,Akashic Books; 1st edition ,English,8.5 x 0.2 x 6.5 inches,7.2 ounces,4.7,44
The Hobbit and the Lord of the Rings the Hobbit / the Fellowship of the Ring / the Two Towers / the Mass Market Paperback ,22.99,Books > Literature & Fiction > Genre Fiction,J.R.R. Tolkien,345538374,1728.0,Del Rey ,English,4.2 x 4.3 x 7 inches,2 pounds,4.7,45
High Voltage Fever,18.3,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,399593667,,Delacorte Press ,English,6.2 x 1.5 x 9.5 inches,1.6 pounds,4.7,46
Oathbringer,21.21,Books > Literature & Fiction > Action & Adventure,Brandon Sanderson,076532637X,,Tor Books ,English,6.4 x 2.3 x 9.6 inches,3 pounds,4.6,47
Dungeons & Dragons Starter Set Book Supplement ,16.97,Books > Humor & Entertainment > Puzzles & Games,Wizards RPG Team,786965592,,Wizards of the Coast; Brdgm edition ,English,9.1 x 2.1 x 11.6 inches,1 pounds,4.5,48
Chronicles of Narnia Box Set Paperback ,30.64,Books > Children's Books > Science Fiction & Fantasy,C. S. Lewis,61992887,,HarperCollins Narnia; Media Tie In edition ,English,4.3 x 4.3 x 7 inches,1.6 pounds,4.7,49
Brave New World Paperback ,12.99,Books > Science Fiction & Fantasy > Science Fiction,Aldous Huxley,60850523,288.0,Harper Perennial; Reprint edition ,English,5.3 x 0.6 x 8 inches,5.6 ounces,4.2,50
Sword Coast Adventurer's Guide D&D Accessory,29.29,Books > Humor & Entertainment > Puzzles & Games,Wizards RPG Team,786965800,,Wizards of the Coast ,English,8.5 x 0.5 x 11.2 inches,1.3 pounds,4.0,51
The Shape of Water Hardcover ,18.59,Books > Literature & Fiction > Genre Fiction,Daniel Kraus,1250165342,,Feiwel & Friends ,English,6.4 x 1.1 x 9.2 inches,1 pounds,3.8,52
Saga Volume 8 Paperback ,9.64,Books > Science Fiction & Fantasy > Science Fiction,Brian K Vaughan,1534303499,152.0,Image Comics ,English,6.4 x 0.5 x 10 inches,11 ounces,4.5,53
Slaughterhouse-Five,11.39,Books > Literature & Fiction > Genre Fiction,Kurt Vonnegut,385333846,288.0,Dial Press Trade Paperback; Reissue edition ,English,5.3 x 0.7 x 8 inches,8.5 ounces,4.2,54
Iron Gold,19.04,Books > Literature & Fiction > Action & Adventure,Pierce Brown,042528591X,,Del Rey ,English,6.5 x 1.6 x 9.5 inches,1.9 pounds,4.4,55
Animal Farm,13.59,Books > Humor & Entertainment > Humor,George Orwell,151010269,,Houghton Mifflin Harcourt; 1 edition ,English,5.5 x 1.2 x 8.2 inches,1.1 pounds,4.5,56
It,12.22,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501175467,1184.0,Scribner; Media Tie-In edition ,English,5.5 x 2.4 x 8.4 inches,2.3 pounds,4.5,57
The Alienist TNT Tie-in Edition,10.7,Books > Literature & Fiction > Genre Fiction,Caleb Carr,525510273,512.0,Random House Trade Paperbacks; Media Tie In edition ,English,5.2 x 1.1 x 7.9 inches,10.4 ounces,4.4,58
The Couple Next Door,12.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Shari Lapena,735221103,336.0,Penguin Books; Reprint edition ,English,5.2 x 0.6 x 8 inches,8 ounces,4.1,59
Night Moves,18.26,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jonathan Kellerman,345541464,,Ballantine Books ,English,6.4 x 1.2 x 9.6 inches,1.4 pounds,4.4,60
The Disappeared A Joe Pickett Novel,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,399176624,,G.P. Putnam's Sons ,English,6.4 x 1.3 x 9.3 inches,1.3 pounds,,61
Sunburn,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Laura Lippman,62389920,,William Morrow ,English,6 x 1 x 9 inches,12 ounces,4.2,62
Look for Me D. D. Warren,16.56,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Gardner,1524742058,,Dutton ,English,6.3 x 1.3 x 9.3 inches,1.5 pounds,4.3,63
The Flight Attendant,16.2,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Chris Bohjalian,385542410,,Doubleday ,English,6.5 x 1.5 x 9.5 inches,1.4 pounds,4.3,64
The Last Mrs. Parrish,17.67,Books > Literature & Fiction > Women's Fiction,Liv Constantine,62667572,,Harper; First Edition edition ,English,6 x 1.2 x 9 inches,1.4 pounds,4.2,65
The Woman in Cabin 10 Paperback ,9.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ruth Ware,1501132954,384.0,Gallery/Scout Press; Reprint edition ,English,5.3 x 1 x 8.2 inches,8 ounces,3.8,66
The Rising Sea The NUMA Files,18.9,Books > Literature & Fiction > Action & Adventure,Clive Cussler,735215537,,G.P. Putnam's Sons ,English,6.2 x 1.6 x 9.3 inches,1.4 pounds,5.0,67
Big Little Lies Paperback ,12.78,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Liane Moriarty,425274861,512.0,Berkley; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,1.6 pounds,4.5,68
Hamilton,28.2,Books > Arts & Photography > Performing Arts,Lin-Manuel Miranda Jeremy McCarter,1455539740,,Grand Central Publishing; First Edition edition ,English,9 x 1.6 x 10.6 inches,2.7 pounds,4.8,69
Lincoln in the Bardo,10.7,Books > Literature & Fiction > Genre Fiction,George Saunders,812985400,368.0,Random House Trade Paperbacks; Reprint edition ,English,5.5 x 0.8 x 8.2 inches,11.4 ounces,3.6,70
All the Light We Cannot See,9.98,Books > Literature & Fiction > Genre Fiction,Anthony Doerr,1501173219,544.0,Scribner; Reprint edition ,English,5.2 x 1.1 x 8 inches,13.4 ounces,4.6,71
Fifty Shades Trilogy Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed,26.49,Books > Literature & Fiction > Women's Fiction,E L James,034580404X,1625.0,Vintage; Box edition ,English,5.2 x 3 x 8 inches,2.7 pounds,4.2,72
Fifty Fifty Harriet Blue,16.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316513229,,"Little, Brown and Company ",English,6.4 x 1.4 x 9.6 inches,1.4 pounds,3.7,73
Erotic Stories for Punjabi Widows,10.17,Books > Literature & Fiction > Genre Fiction,Balli Kaur Jaswal,62645110,320.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.7 x 8 inches,8 ounces,4.0,74
You're Only Old Once!,11.6,Books > Humor & Entertainment > Humor,Dr. Seuss,394551907,,Random House; 1st edition ,English,8.4 x 0.4 x 11.4 inches,11.2 ounces,4.5,75
The Kremlin's Candidate,18.35,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jason Matthews,1501140086,,Scribner ,English,6 x 1.2 x 9 inches,1.3 pounds,3.9,76
Lilac Girls,12.61,Books > Literature & Fiction > Genre Fiction,Martha Hall Kelly,1101883081,512.0,Ballantine Books; Reprint edition ,English,5.2 x 1.1 x 7.9 inches,13.4 ounces,4.6,77
One Hundred Years of Solitude Harper Perennial Modern Classics,10.69,Books > Literature & Fiction > World Literature,Gabriel Garcia Marquez Gregory Rabassa,60883286,417.0,Harper Perennial Modern Classics; Reprint edition ,English,5.3 x 1 x 8 inches,1.3 pounds,4.0,78
Last Shot Star Wars,24.2,Books > Literature & Fiction > Genre Fiction,Daniel José Older,525622136,,Del Rey ,English,6.1 x 0.9 x 9.2 inches,1.4 pounds,,79
The Secret Paperback ,26.43,Books > Humor & Entertainment > Puzzles & Games,Byron Preiss,1596874015,226.0,iBooks ,English,6 x 0.5 x 9 inches,12.8 ounces,2.9,80
The Witcher Boxed Set,25.33,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski,316438979,1216.0,Orbit; Translation edition ,English,5.5 x 3.2 x 8.4 inches,2.3 pounds,4.4,81
How to Stop Time Hardcover ,17.1,Books > Literature & Fiction > Genre Fiction,Matt Haig,525522875,,Viking; 1st Edition edition ,English,5.9 x 1.1 x 8.6 inches,15.8 ounces,4.3,82
Tales From the Yawning Portal Dungeons & Dragons,25.77,Books > Science Fiction & Fantasy > Gaming,Wizards RPG Team,786966092,,Wizards of the Coast ,English,8.5 x 0.6 x 11.2 inches,1.3 pounds,4.5,83
Tomb of Annihilation Dungeons & Dragons,34.75,Books > Science Fiction & Fantasy > Gaming,Wizards RPG Team,786966106,,Wizards of the Coast ,English,8.5 x 0.7 x 11.2 inches,1.9 pounds,4.7,84
Armada,12.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ernest Cline,804137277,384.0,Broadway Books; Reprint edition ,English,5.2 x 0.8 x 8 inches,13.6 ounces,3.6,85
The Three-Body Problem Paperback ,4.85,Books > Literature & Fiction > World Literature,Cixin Liu,765382032,416.0,Tor Books ,English,6.2 x 1.1 x 9.2 inches,15.5 ounces,4.2,86
The Hobbit Paperback ,9.5,Books > Children's Books > Science Fiction & Fantasy,J. R. R. Tolkien,054792822X,300.0,Houghton Mifflin Harcourt ,English,5.5 x 0.8 x 8.2 inches,9.6 ounces,4.7,87
Her Body and Other Parties,10.69,Books > Literature & Fiction > Short Stories & Anthologies,Carmen Maria Machado,155597788X,248.0,Graywolf Press; 1st Edition edition ,English,5.6 x 0.8 x 8.2 inches,12 ounces,4.2,88
Dark Sacred Night A Bosch and Ballard Novel,26.1,"Books > Mystery, Thriller & Suspense > Mystery",Michael Connelly,316484806,,"Little, Brown and Company ",English,,1.7 pounds,,89
The 17th Suspect Women's Murder Club,18.9,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316274046,,"Little, Brown and Company ",English,1.1 x 1.1 inches,1.7 pounds,4.5,90
Raspberry Danish Murder A Hannah Swensen Mystery,14.69,"Books > Mystery, Thriller & Suspense > Mystery",Joanne Fluke,1617732249,,Kensington ,English,5.8 x 1.3 x 8.6 inches,1 pounds,3.9,91
Robert B. Parker's Colorblind A Jesse Stone Novel,24.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Reed Farrel Coleman,399574948,,G.P. Putnam's Sons ,English,6 x 1.1 x 9 inches,1.3 pounds,,92
The Dark Tower VI,6.82,Books > Literature & Fiction > Genre Fiction,Stephen King,1416521496,560.0,Pocket Books; Reissue edition ,English,7.6 x 4.2 x 1.4 inches,12.6 ounces,4.4,93
The Long Way Home,13.73,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,1250022053,400.0,Minotaur Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12 ounces,4.2,94
The Nature of the Beast,10.87,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,125002210X,400.0,Minotaur Books; Reprint edition ,English,5.4 x 1.1 x 8.3 inches,12 ounces,4.6,95
Stillhouse Lake Stillhouse Lake Series,9.94,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Rachel Caine,1477848665,300.0,Thomas & Mercer; First Edition edition ,English,5.5 x 1 x 8.2 inches,14.1 ounces,4.5,96
Claws for Concern Cat in the Stacks Mystery,17.1,"Books > Mystery, Thriller & Suspense > Mystery",Miranda James,042527778X,,Berkley ,English,6.4 x 1 x 9.3 inches,1 pounds,4.6,97
Operator Down,17.7,Books > Literature & Fiction > Action & Adventure,Brad Taylor,1101984813,,Dutton ,English,6.3 x 1.4 x 9.3 inches,1.5 pounds,4.6,98
Mrs. Dalloway Paperback ,8.42,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Virginia Woolf Maureen Howard,156628708,224.0,Mariner Books; 1 edition ,English,5.3 x 0.6 x 8 inches,7.2 ounces,3.8,99
Brave New World Paperback ,9.89,Books > Literature & Fiction,Aldous Huxley,197755203X,176.0,CreateSpace Independent Publishing Platform ,English,6 x 0.4 x 9 inches,8.8 ounces,3.7,100
Duel to the Death Ali Reynolds,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",J.A. Jance,1501150987,,Touchstone ,English,6 x 1.2 x 9 inches,1.2 pounds,,101
Mindhunter,11.59,Books > Politics & Social Sciences > Politics & Government,John E. Douglas Mark Olshaker,1501191969,448.0,Gallery Books; Media Tie-In edition ,English,6 x 1 x 9 inches,15.8 ounces,4.4,102
The Sun Also Rises Paperback ,9.24,Books > Literature & Fiction > Classics,Ernest Hemingway,743297334,251.0,Scribner ,English,5.2 x 0.6 x 8 inches,1.4 pounds,3.8,103
The Largesse of the Sea Maiden,15.79,Books > Literature & Fiction > Genre Fiction,Denis Johnson,812988639,,Random House ,English,5.7 x 0.9 x 8.6 inches,13.6 ounces,4.3,104
The Wise Man's Fear Kingkiller Chronicle,6.8,Books > Literature & Fiction > Action & Adventure,Patrick Rothfuss,756407915,1120.0,DAW; Reissue edition ,English,4.2 x 1.9 x 6.8 inches,1.1 pounds,4.6,105
The Pharaoh Key Gideon Crew,18.3,Books > Literature & Fiction > Action & Adventure,Douglas Preston,1455525820,,Grand Central Publishing ,English,1.1 x 1.1 inches,1.7 pounds,,106
Brief Cases Dresden Files,25.2,Books > Literature & Fiction > Short Stories & Anthologies,Jim Butcher,451492102,,Ace ,English,6 x 1.1 x 9 inches,1.5 pounds,,107
El Alquimista,9.07,Books > Literature & Fiction > Foreign Language Fiction,Paulo Coelho,62511408,192.0,HarperCollins Español ,Spanish,5.2 x 0.5 x 8 inches,7 ounces,4.7,108
Red Alert,19.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316395560,,"Little, Brown and Company; Large Print edition ",English,6.4 x 1.5 x 9.6 inches,1.2 pounds,,109
The Dark Forest Remembrance of Earth's Past,13.06,Books > Science Fiction & Fantasy > Science Fiction,Cixin Liu,765386690,512.0,Tor Books; Reprint edition ,English,6.2 x 1.4 x 9.3 inches,1.2 pounds,4.6,110
Parable of the Sower Earthseed,10.2,Books > Teen & Young Adult > Science Fiction & Fantasy,Octavia E. Butler,446675504,352.0,Grand Central Publishing; Updated edition ,English,5.2 x 1 x 8 inches,8 ounces,4.5,111
Batman Vol. 3,11.55,Books > Comics & Graphic Novels > Graphic Novels,Tom King,1401271316,176.0,DC Comics ,English,6.7 x 0.3 x 10.2 inches,11.2 ounces,4.3,112
The Perfect Generation Paperback ,10.99,Books > Science Fiction & Fantasy > Science Fiction,C.P. James,1980420742,376.0,Independently published ,English,5 x 1 x 8 inches,1.1 pounds,,113
Batman,11.69,Books > Comics & Graphic Novels > Graphic Novels,Brian Augustyn Mike Mignola,1401211534,112.0,DC Comics ,English,6.6 x 0.2 x 10.2 inches,4.8 ounces,4.1,114
Pathfinder Playtest Rulebook Hardcover ,33.78,Books > Science Fiction & Fantasy > Gaming,Jason Bulmahn,1640780858,,Paizo Inc. ,English,8.5 x 1.5 x 11 inches,1.7 pounds,,115
Hard-Boiled Wonderland and the End of the World,10.87,Books > Literature & Fiction > World Literature,Haruki Murakami,679743464,416.0,Vintage ,English,5.2 x 0.9 x 8 inches,10.6 ounces,4.4,116
Batman,9.99,Books > Comics & Graphic Novels > Graphic Novels,Frank Miller David Mazzucchelli,290204895,136.0,DC Comics; Deluxe ed. edition ,English,6.7 x 0.3 x 10.2 inches,9.6 ounces,4.6,117
The Skaar Invasion The Fall of Shannara,18.3,Books > Literature & Fiction > Action & Adventure,Terry Brooks,553391518,,Del Rey ,English,6.1 x 1 x 9.2 inches,1.4 pounds,,118
METRO 2035. English language edition. METRO by Dmitry Glukhovsky,19.99,Books > Science Fiction & Fantasy > Science Fiction,Dmitry Glukhovsky,1539930726,502.0,CreateSpace Independent Publishing Platform; 1 edition ,English,6 x 1.3 x 9 inches,1.5 pounds,4.5,119
The Gender Game 5,14.99,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1542939208,402.0,CreateSpace Independent Publishing Platform ,English,6 x 1 x 9 inches,1.5 pounds,4.4,120
North! Or Be Eaten The Wingfeather Saga,12.98,Books > Teen & Young Adult > Literature & Fiction,Andrew Peterson,1400073871,352.0,WaterBrook; Original edition ,English,6 x 0.8 x 9 inches,13.6 ounces,4.9,121
Ramses the Damned,9.26,Books > Literature & Fiction > Genre Fiction,Christopher Rice,1101970324,416.0,"Anchor; Complete Numbers Starting with 1, 1st Ed edition ",English,5.1 x 0.9 x 8 inches,10.4 ounces,4.1,122
The Outlandish Companion Revised and Updated,27.19,Books > Literature & Fiction > History & Criticism,Diana Gabaldon,1101887273,,"Delacorte Press; Revised, Updated edition ",English,7.4 x 1.9 x 9.6 inches,2.1 pounds,4.7,123
Ghost Fleet,12.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",P. W. Singer August Cole,054470505X,416.0,Eamon Dolan/Mariner Books; Reprint edition ,English,5.3 x 1.1 x 8 inches,11.4 ounces,3.8,124
The Storyteller Paperback ,13.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jodi Picoult,1439102775,480.0,Atria/Emily Bestler Books; Reprint edition ,English,5.3 x 1.3 x 8.2 inches,13.6 ounces,4.6,125
Beautiful Days,17.7,Books > Literature & Fiction > Short Stories & Anthologies,Joyce Carol Oates,62795783,,Ecco ,English,6 x 1.1 x 9 inches,1.2 pounds,3.3,126
Running Blind Jack Reacher,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143502,560.0,Berkley; Reprint edition ,English,4.2 x 1.1 x 7.5 inches,9.1 ounces,4.3,127
Night Road,13.69,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,312364431,432.0,St. Martin's Griffin; Reprint edition ,English,5.3 x 1.2 x 8.3 inches,13.6 ounces,4.6,128
The Thirst,14.4,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jo Nesbo,804170223,544.0,Vintage Crime/Black Lizard; Reprint edition ,English,5.2 x 0.9 x 8 inches,13.1 ounces,4.3,129
The Day She Disappeared,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Christobel Kent,374279551,,Sarah Crichton Books ,English,6.3 x 1.4 x 9.2 inches,1.4 pounds,4.0,130
The Cuckoo's Calling Cormoran Strike,10.08,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Galbraith,316206857,480.0,Mulholland Books ,English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4.1,131
Ballistic Gray Man,13.47,Books > Literature & Fiction > Action & Adventure,Mark Greaney,425244083,496.0,Berkley; Original edition ,English,5.3 x 1.1 x 8 inches,13.6 ounces,4.5,132
Whiskey Words & a Shovel I Paperback ,14.39,Books > Literature & Fiction > Poetry,r.h. Sin,1449488064,304.0,Andrews McMeel Publishing; Revised edition ,English,5 x 0.8 x 7 inches,10.4 ounces,4.6,133
Truly Madly Guilty Paperback ,13.59,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,1250069807,544.0,Flatiron Books; Reprint edition ,English,5.5 x 1.4 x 8.2 inches,1 pounds,3.6,134
